regime,n,positive_count,negative_count,metric,left_method,right_method,left_estimate,right_estimate,difference,ci_low,ci_high,raw_p_value,valid_bootstrap_replicates,status,holm_p_value
undecidable-negative,4088,28,4060,Top-10% lift,Vanilla PageRank,Downloads,8.567237163814182,9.995110024449877,-1.427872860635695,-2.8557457212713935,-0.3123471882640576,0.0387961203879612,10000,estimable,0.8147185281471853
undecidable-negative,4088,28,4060,AUROC,Vanilla PageRank,Likes,0.9032063687543983,0.9482582688247713,-0.04505190007037296,-0.1212466631004051,0.02408972174826151,0.19458054194580543,10000,estimable,1.0
undecidable-negative,4088,28,4060,AP,Vanilla PageRank,Likes,0.34828659379474425,0.5026426125293122,-0.15435601873456795,-0.3154498026985341,0.006085946577147892,0.060993900609939006,10000,estimable,0.853914608539146
undecidable-negative,4088,28,4060,Top-1% lift,Vanilla PageRank,Likes,39.170731707317074,56.97560975609757,-17.804878048780495,-35.89463414634147,-3.560975609756099,0.025597440255974404,10000,estimable,0.45715428457154283
undecidable-negative,4088,28,4060,Top-5% lift,Vanilla PageRank,Likes,13.531707317073172,17.09268292682927,-3.560975609756097,-6.647154471544717,-0.7669793621013135,0.0197980201979802,10000,estimable,0.41575842415758424
undecidable-negative,4088,28,4060,Top-10% lift,Vanilla PageRank,Likes,8.567237163814182,8.924205378973106,-0.35696821515892374,-1.9990220048899756,1.249388753056234,0.8365163483651635,10000,estimable,1.0
undecidable-negative,4088,28,4060,AUROC,Temporal Vanilla PageRank,Downloads,0.8919071076706545,0.9861321252638987,-0.0942250175932442,-0.18659262778841387,-0.01822225631211272,0.0017998200179982,10000,estimable,0.0287971202879712
undecidable-negative,4088,28,4060,AP,Temporal Vanilla PageRank,Downloads,0.35205919678027825,0.6620258457061161,-0.30996664892583786,-0.4853263607348812,-0.12674558351612425,0.0021997800219978004,10000,estimable,0.04179582041795821
undecidable-negative,4088,28,4060,Top-1% lift,Temporal Vanilla PageRank,Downloads,39.170731707317074,67.65853658536587,-28.48780487804879,-45.69918699186992,-7.3857271906052375,0.010998900109989001,10000,estimable,0.24197580241975802
undecidable-negative,4088,28,4060,Top-5% lift,Temporal Vanilla PageRank,Downloads,13.531707317073172,16.38048780487805,-2.848780487804879,-6.877027883806689,0.949593495934959,0.1987801219878012,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-10% lift,Temporal Vanilla PageRank,Downloads,8.567237163814182,9.995110024449877,-1.427872860635695,-2.8557457212713935,-0.3123471882640576,0.0387961203879612,10000,estimable,0.8147185281471853
undecidable-negative,4088,28,4060,AUROC,Temporal Vanilla PageRank,Likes,0.8919071076706545,0.9482582688247713,-0.05635116115411676,-0.15615928081747454,0.024781786655764308,0.20317968203179682,10000,estimable,1.0
undecidable-negative,4088,28,4060,AP,Temporal Vanilla PageRank,Likes,0.35205919678027825,0.5026426125293122,-0.15058341574903394,-0.31085801436873195,0.009734538009631609,0.066993300669933,10000,estimable,0.853914608539146
undecidable-negative,4088,28,4060,Top-1% lift,Temporal Vanilla PageRank,Likes,39.170731707317074,56.97560975609757,-17.804878048780495,-35.89463414634147,-3.560975609756099,0.025397460253974602,10000,estimable,0.45715428457154283
undecidable-negative,4088,28,4060,Top-5% lift,Temporal Vanilla PageRank,Likes,13.531707317073172,17.09268292682927,-3.560975609756097,-6.647154471544717,-0.7669793621013135,0.020397960203979604,10000,estimable,0.41575842415758424
undecidable-negative,4088,28,4060,Top-10% lift,Temporal Vanilla PageRank,Likes,8.567237163814182,8.924205378973106,-0.35696821515892374,-1.9990220048899756,1.249388753056234,0.8365163483651635,10000,estimable,1.0
undecidable-negative,4088,28,4060,AUROC,Downloads,Likes,0.9861321252638987,0.9482582688247713,0.03787385643912744,-0.005150624904063294,0.10049590484513282,0.18298170182981702,10000,estimable,1.0
undecidable-negative,4088,28,4060,AP,Downloads,Likes,0.6620258457061161,0.5026426125293122,0.15938323317680392,-0.02994663901779775,0.3392373137052672,0.09819018098190181,10000,estimable,0.853914608539146
undecidable-negative,4088,28,4060,Top-1% lift,Downloads,Likes,67.65853658536587,56.97560975609757,10.682926829268297,-11.504690431519698,27.192904656319293,0.5135486451354865,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-5% lift,Downloads,Likes,16.38048780487805,17.09268292682927,-0.7121951219512184,-3.9882926829268275,2.573092053501181,0.8725127487251275,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-10% lift,Downloads,Likes,9.995110024449877,8.924205378973106,1.0709046454767712,0.0,2.3797881010594946,0.10258974102589741,10000,estimable,1.0
undecidable-positive,4088,59,4029,AUROC,S_C3_Q10,Submitted Full ModelRank,0.9225025345903218,0.9402930449158853,-0.017790510325563447,-0.03153290423309306,-0.004950704703565371,0.006999300069993001,10000,estimable,0.04899510048995101
undecidable-positive,4088,59,4029,AP,S_C3_Q10,Submitted Full ModelRank,0.24293096026905567,0.3978295771926499,-0.15489861692359422,-0.23727625557771492,-0.09120693292846904,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-1% lift,S_C3_Q10,Submitted Full ModelRank,18.58949979330302,35.48904505994213,-16.89954526663911,-27.192904656319293,-7.820181731229077,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-5% lift,S_C3_Q10,Submitted Full ModelRank,13.519636213311287,15.54758164530798,-2.0279454319966934,-4.301099952175992,0.0,0.062993700629937,10000,estimable,0.6299370062993701
undecidable-positive,4088,59,4029,Top-10% lift,S_C3_Q10,Submitted Full ModelRank,8.470432224110066,8.80924951307447,-0.3388172889644032,-0.8159273489346832,0.0,0.6981301869813019,10000,estimable,1.0
undecidable-positive,4088,59,4029,AUROC,S_C3_Q10,AllTime DerivCount,0.9225025345903218,0.8123730075595997,0.1101295270307221,0.05635556433827466,0.16680948275759946,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AP,S_C3_Q10,AllTime DerivCount,0.24293096026905567,0.28052460648451666,-0.03759364621546099,-0.11457059946228276,0.03192876358508716,0.33556644335566443,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-1% lift,S_C3_Q10,AllTime DerivCount,18.58949979330302,28.72922695328648,-10.139727159983462,-20.394678492239468,-1.4876217906165066,0.044195580441955803,10000,estimable,0.7071292870712929
undecidable-positive,4088,59,4029,Top-5% lift,S_C3_Q10,AllTime DerivCount,13.519636213311287,10.815708970649029,2.7039272426622585,0.4747967479674795,4.762140516927557,0.025197480251974803,10000,estimable,0.285971402859714
undecidable-positive,4088,59,4029,Top-10% lift,S_C3_Q10,AllTime DerivCount,8.470432224110066,6.776345779288054,1.6940864448220125,0.7349345606213147,2.939738242485258,0.0007999200079992001,10000,estimable,0.014398560143985602
undecidable-positive,4088,59,4029,AUROC,S_C3_Q10,Current DerivCount,0.9225025345903218,0.5890493077728839,0.33345322681743794,0.270066131794656,0.39007030417473565,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AP,S_C3_Q10,Current DerivCount,0.24293096026905567,0.07498518229027712,0.16794577797877855,0.11682592143119012,0.2200200894962005,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-1% lift,S_C3_Q10,Current DerivCount,18.58949979330302,15.209590739975198,3.3799090533278218,0.0,12.8654602675059,0.6621337866213378,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-5% lift,S_C3_Q10,Current DerivCount,13.519636213311287,3.717899958660604,9.801736254650683,7.097809011988425,12.317052823790267,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-10% lift,S_C3_Q10,Current DerivCount,8.470432224110066,2.7105383117152213,5.759893912394845,4.455316948314858,7.20244415159593,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AUROC,S_C3_Q10,Vanilla PageRank,0.9225025345903218,0.8107323598823781,0.1117701747079437,0.05827088442609606,0.16838810185038497,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AP,S_C3_Q10,Vanilla PageRank,0.24293096026905567,0.2672599748936293,-0.024329014624573625,-0.0898919916859432,0.041289031485899574,0.5631436856314369,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-1% lift,S_C3_Q10,Vanilla PageRank,18.58949979330302,25.34931789995866,-6.75981810665564,-15.172852598091197,1.846431797651313,0.20337966203379662,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-5% lift,S_C3_Q10,Vanilla PageRank,13.519636213311287,10.815708970649029,2.7039272426622585,0.5778069989395545,4.7686108165429495,0.021997800219978002,10000,estimable,0.285971402859714
undecidable-positive,4088,59,4029,Top-10% lift,S_C3_Q10,Vanilla PageRank,8.470432224110066,6.776345779288054,1.6940864448220125,0.7349345606213147,2.939738242485258,0.0007999200079992001,10000,estimable,0.014398560143985602
undecidable-positive,4088,59,4029,AUROC,S_C3_Q10,Temporal Vanilla PageRank,0.9225025345903218,0.7820862307591991,0.1404163038311227,0.0706681872771578,0.21473844852398352,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AP,S_C3_Q10,Temporal Vanilla PageRank,0.24293096026905567,0.27462871303185427,-0.0316977527627986,-0.09838732898808802,0.03575060924969758,0.42415758424157585,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-1% lift,S_C3_Q10,Temporal Vanilla PageRank,18.58949979330302,25.34931789995866,-6.75981810665564,-15.339587242026267,1.8812701334560522,0.20117988201179882,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-5% lift,S_C3_Q10,Temporal Vanilla PageRank,13.519636213311287,10.815708970649029,2.7039272426622585,0.5463414634146346,4.768610816542948,0.022997700229977002,10000,estimable,0.285971402859714
undecidable-positive,4088,59,4029,Top-10% lift,S_C3_Q10,Temporal Vanilla PageRank,8.470432224110066,6.776345779288054,1.6940864448220125,0.7457656028469439,2.939738242485258,0.0007999200079992001,10000,estimable,0.014398560143985602
undecidable-positive,4088,59,4029,AUROC,S_C3_Q10,Downloads,0.9225025345903218,0.9189267640117622,0.0035757705785596228,-0.008992981529643044,0.017937026204001894,0.6069393060693931,10000,estimable,0.9007099290070993
undecidable-positive,4088,59,4029,AP,S_C3_Q10,Downloads,0.24293096026905567,0.4662136785248763,-0.2232827182558206,-0.3216281893759674,-0.11108544375824196,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-1% lift,S_C3_Q10,Downloads,18.58949979330302,38.86895411326995,-20.27945431996693,-30.270227995758223,-10.575018477457501,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-5% lift,S_C3_Q10,Downloads,13.519636213311287,11.829681686647376,1.6899545266639109,-0.9203752345215772,4.273170731707317,0.25177482251774824,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-10% lift,S_C3_Q10,Downloads,8.470432224110066,7.792797646181262,0.6776345779288047,0.0,1.7179095354523222,0.0903909609039096,10000,estimable,0.9943005699430056
undecidable-positive,4088,59,4029,AUROC,S_C3_Q10,Likes,0.9225025345903218,0.9024403582501441,0.020062176340177706,-0.013661767993861486,0.05896214830589916,0.280971902809719,10000,estimable,0.842915708429157
undecidable-positive,4088,59,4029,AP,S_C3_Q10,Likes,0.24293096026905567,0.5503723101293646,-0.3074413498603089,-0.4064252371249453,-0.19525843218458624,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-1% lift,S_C3_Q10,Likes,18.58949979330302,43.93881769326168,-25.349317899958663,-38.66202090592334,-15.668292682926829,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-5% lift,S_C3_Q10,Likes,13.519636213311287,15.209590739975198,-1.6899545266639109,-3.6005420054200545,0.0,0.0871912808719128,10000,estimable,0.7847215278472153
undecidable-positive,4088,59,4029,Top-10% lift,S_C3_Q10,Likes,8.470432224110066,8.131614935145663,0.3388172889644032,-0.3844273086326879,1.2956624105768366,0.40975902409759024,10000,estimable,1.0
undecidable-positive,4088,59,4029,AUROC,Submitted Full ModelRank,AllTime DerivCount,0.9402930449158853,0.8123730075595997,0.12792003735628554,0.07128790232062134,0.18596685642836083,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AP,Submitted Full ModelRank,AllTime DerivCount,0.3978295771926499,0.28052460648451666,0.11730497070813323,0.027953385896967508,0.22310783164702153,0.010198980101989802,10000,estimable,0.08159184081591841
undecidable-positive,4088,59,4029,Top-1% lift,Submitted Full ModelRank,AllTime DerivCount,35.48904505994213,28.72922695328648,6.759818106655647,-3.9100908656145386,17.492511767222936,0.29417058294170584,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-5% lift,Submitted Full ModelRank,AllTime DerivCount,15.54758164530798,10.815708970649029,4.731872674658952,2.2149593495934963,7.251441241685145,0.0007999200079992001,10000,estimable,0.013598640135986401
undecidable-positive,4088,59,4029,Top-10% lift,Submitted Full ModelRank,AllTime DerivCount,8.80924951307447,6.776345779288054,2.0329037337864158,1.0521168446789346,3.1234718826405867,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AUROC,Submitted Full ModelRank,Current DerivCount,0.9402930449158853,0.5890493077728839,0.3512437371430014,0.288336183773537,0.40728982812541814,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AP,Submitted Full ModelRank,Current DerivCount,0.3978295771926499,0.07498518229027712,0.32284439490237277,0.23179323007934213,0.42697867280733864,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-1% lift,Submitted Full ModelRank,Current DerivCount,35.48904505994213,15.209590739975198,20.27945431996693,11.964878048780488,30.522648083623693,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-5% lift,Submitted Full ModelRank,Current DerivCount,15.54758164530798,3.717899958660604,11.829681686647376,9.203752345215761,14.29765301426599,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-10% lift,Submitted Full ModelRank,Current DerivCount,8.80924951307447,2.7105383117152213,6.098711201359248,4.7146745398348475,7.403944767632482,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AUROC,Submitted Full ModelRank,Vanilla PageRank,0.9402930449158853,0.8107323598823781,0.12956068503350715,0.07307090532179629,0.187495861301841,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AP,Submitted Full ModelRank,Vanilla PageRank,0.3978295771926499,0.2672599748936293,0.1305696022990206,0.0458318638577891,0.24044283302405461,0.0035996400359964,10000,estimable,0.04079592040795921
undecidable-positive,4088,59,4029,Top-1% lift,Submitted Full ModelRank,Vanilla PageRank,35.48904505994213,25.34931789995866,10.139727159983469,0.0,21.365853658536587,0.0613938606139386,10000,estimable,0.7981201879812019
undecidable-positive,4088,59,4029,Top-5% lift,Submitted Full ModelRank,Vanilla PageRank,15.54758164530798,10.815708970649029,4.731872674658952,2.2157181571815716,7.280216802168024,0.0007999200079992001,10000,estimable,0.013598640135986401
undecidable-positive,4088,59,4029,Top-10% lift,Submitted Full ModelRank,Vanilla PageRank,8.80924951307447,6.776345779288054,2.0329037337864158,1.0521168446789346,3.1234718826405867,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AUROC,Submitted Full ModelRank,Temporal Vanilla PageRank,0.9402930449158853,0.7820862307591991,0.15820681415668614,0.08875703871731039,0.2331520064320762,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AP,Submitted Full ModelRank,Temporal Vanilla PageRank,0.3978295771926499,0.27462871303185427,0.12320086416079562,0.037607953607095734,0.23289244360460457,0.0057994200579942,10000,estimable,0.057994200579942
undecidable-positive,4088,59,4029,Top-1% lift,Submitted Full ModelRank,Temporal Vanilla PageRank,35.48904505994213,25.34931789995866,10.139727159983469,0.0,21.505499760879964,0.07139286071392861,10000,estimable,0.8567143285671434
undecidable-positive,4088,59,4029,Top-5% lift,Submitted Full ModelRank,Temporal Vanilla PageRank,15.54758164530798,10.815708970649029,4.731872674658952,2.2157181571815716,7.280368980612883,0.0007999200079992001,10000,estimable,0.013598640135986401
undecidable-positive,4088,59,4029,Top-10% lift,Submitted Full ModelRank,Temporal Vanilla PageRank,8.80924951307447,6.776345779288054,2.0329037337864158,1.0521168446789346,3.1234718826405867,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AUROC,Submitted Full ModelRank,Downloads,0.9402930449158853,0.9189267640117622,0.02136628090412307,0.0057752929443495886,0.03834124347485727,0.0059994000599940004,10000,estimable,0.047995200479952004
undecidable-positive,4088,59,4029,AP,Submitted Full ModelRank,Downloads,0.3978295771926499,0.4662136785248763,-0.06838410133222639,-0.14819123868182008,0.03563395025018523,0.24477552244775522,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-1% lift,Submitted Full ModelRank,Downloads,35.48904505994213,38.86895411326995,-3.3799090533278218,-11.078590785907856,4.154471544715442,0.5443455654434557,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-5% lift,Submitted Full ModelRank,Downloads,15.54758164530798,11.829681686647376,3.7178999586606043,1.8991869918699198,5.844911690496216,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-10% lift,Submitted Full ModelRank,Downloads,8.80924951307447,7.792797646181262,1.0164518668932079,0.3446589663603401,1.9038304808475957,0.003999600039996,10000,estimable,0.059994000599940006
undecidable-positive,4088,59,4029,AUROC,Submitted Full ModelRank,Likes,0.9402930449158853,0.9024403582501441,0.03785268666574115,0.0031871594848935677,0.07761138860544613,0.0321967803219678,10000,estimable,0.19318068193180682
undecidable-positive,4088,59,4029,AP,Submitted Full ModelRank,Likes,0.3978295771926499,0.5503723101293646,-0.15254273293671472,-0.24647403154233813,-0.03439458246893392,0.007799220077992201,10000,estimable,0.07019298070192981
undecidable-positive,4088,59,4029,Top-1% lift,Submitted Full ModelRank,Likes,35.48904505994213,43.93881769326168,-8.449772633319554,-20.629100084104287,0.0,0.07979202079792021,10000,estimable,0.8777122287771223
undecidable-positive,4088,59,4029,Top-5% lift,Submitted Full ModelRank,Likes,15.54758164530798,15.209590739975198,0.33799090533278253,-0.7976585365853666,1.7190916736753579,0.7337266273372662,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-10% lift,Submitted Full ModelRank,Likes,8.80924951307447,8.131614935145663,0.6776345779288064,0.0,1.5145064585379027,0.13438656134386562,10000,estimable,1.0
undecidable-positive,4088,59,4029,AUROC,AllTime DerivCount,Current DerivCount,0.8123730075595997,0.5890493077728839,0.22332369978671585,0.15805066226385842,0.2880439400171301,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AP,AllTime DerivCount,Current DerivCount,0.28052460648451666,0.07498518229027712,0.20553942419423954,0.1183580478586564,0.29850650173802634,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-1% lift,AllTime DerivCount,Current DerivCount,28.72922695328648,15.209590739975198,13.519636213311284,4.532150776053214,24.926829268292682,0.0071992800719928,10000,estimable,0.1367863213678632
undecidable-positive,4088,59,4029,Top-5% lift,AllTime DerivCount,Current DerivCount,10.815708970649029,3.717899958660604,7.097809011988424,4.46963835155593,9.795806589644844,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-10% lift,AllTime DerivCount,Current DerivCount,6.776345779288054,2.7105383117152213,4.065807467572832,2.544209824405424,5.552838902472154,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AUROC,AllTime DerivCount,Vanilla PageRank,0.8123730075595997,0.8107323598823781,0.0016406476772216072,0.0008167588312804037,0.002622092981286816,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AP,AllTime DerivCount,Vanilla PageRank,0.28052460648451666,0.2672599748936293,0.013264631590887366,-0.010432810539840968,0.042277801998871246,0.22257774222577742,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-1% lift,AllTime DerivCount,Vanilla PageRank,28.72922695328648,25.34931789995866,3.3799090533278218,0.0,10.607161390762844,0.30556944305569445,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-5% lift,AllTime DerivCount,Vanilla PageRank,10.815708970649029,10.815708970649029,0.0,0.0,0.0,1.0,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-10% lift,AllTime DerivCount,Vanilla PageRank,6.776345779288054,6.776345779288054,0.0,0.0,0.0,1.0,10000,estimable,1.0
undecidable-positive,4088,59,4029,AUROC,AllTime DerivCount,Temporal Vanilla PageRank,0.8123730075595997,0.7820862307591991,0.030286776800400594,-0.004211687009634271,0.06649782983852467,0.0811918808119188,10000,estimable,0.405959404059594
undecidable-positive,4088,59,4029,AP,AllTime DerivCount,Temporal Vanilla PageRank,0.28052460648451666,0.27462871303185427,0.005895893452662393,-0.018058236290098773,0.0346382614715532,0.49695030496950304,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-1% lift,AllTime DerivCount,Temporal Vanilla PageRank,28.72922695328648,25.34931789995866,3.3799090533278218,0.0,10.737711069418387,0.3735626437356264,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-5% lift,AllTime DerivCount,Temporal Vanilla PageRank,10.815708970649029,10.815708970649029,0.0,0.0,0.0,1.0,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-10% lift,AllTime DerivCount,Temporal Vanilla PageRank,6.776345779288054,6.776345779288054,0.0,0.0,0.0,1.0,10000,estimable,1.0
undecidable-positive,4088,59,4029,AUROC,AllTime DerivCount,Downloads,0.8123730075595997,0.9189267640117622,-0.10655375645216247,-0.16764655598570635,-0.048371102559029176,0.0005999400059994001,10000,estimable,0.007199280071992801
undecidable-positive,4088,59,4029,AP,AllTime DerivCount,Downloads,0.28052460648451666,0.4662136785248763,-0.18568907204035962,-0.2990578861151922,-0.0600148842325705,0.0033996600339966003,10000,estimable,0.04079592040795921
undecidable-positive,4088,59,4029,Top-1% lift,AllTime DerivCount,Downloads,28.72922695328648,38.86895411326995,-10.139727159983469,-20.991014120667526,1.8464317976513094,0.1267873212678732,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-5% lift,AllTime DerivCount,Downloads,10.815708970649029,11.829681686647376,-1.0139727159983476,-3.8604225595363753,2.0991014120667515,0.646935306469353,10000,estimable,1.0
undecidable-positive,4088,59,4029,Top-10% lift,AllTime DerivCount,Downloads,6.776345779288054,7.792797646181262,-1.0164518668932079,-2.290546047269763,0.35696821515892374,0.1845815418458154,10000,estimable,1.0
undecidable-positive,4088,59,4029,AUROC,AllTime DerivCount,Likes,0.8123730075595997,0.9024403582501441,-0.09006735069054439,-0.15159961114728399,-0.03208467306193314,0.0017998200179982,10000,estimable,0.0161983801619838
undecidable-positive,4088,59,4029,AP,AllTime DerivCount,Likes,0.28052460648451666,0.5503723101293646,-0.26984770364484795,-0.38050056564876283,-0.15001515726582504,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-1% lift,AllTime DerivCount,Likes,28.72922695328648,43.93881769326168,-15.209590739975202,-27.37063605930177,-6.102988068841748,0.0023997600239976003,10000,estimable,0.047995200479952004
undecidable-positive,4088,59,4029,Top-5% lift,AllTime DerivCount,Likes,10.815708970649029,15.209590739975198,-4.393881769326169,-6.647154471544717,-2.0629100084104284,0.0005999400059994001,10000,estimable,0.011998800119988001
undecidable-positive,4088,59,4029,Top-10% lift,AllTime DerivCount,Likes,6.776345779288054,8.131614935145663,-1.3552691558576093,-2.6909911604288137,-0.12810188480703177,0.049795020497950204,10000,estimable,0.6831316868313169
undecidable-positive,4088,59,4029,AUROC,Current DerivCount,Vanilla PageRank,0.5890493077728839,0.8107323598823781,-0.22168305210949424,-0.2857555354214054,-0.15676722073763083,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AP,Current DerivCount,Vanilla PageRank,0.07498518229027712,0.2672599748936293,-0.19227479260335217,-0.27510627331534643,-0.10975583186150852,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-1% lift,Current DerivCount,Vanilla PageRank,15.209590739975198,25.34931789995866,-10.139727159983462,-20.310749774164407,0.0,0.051794820517948204,10000,estimable,0.7769223077692231
undecidable-positive,4088,59,4029,Top-5% lift,Current DerivCount,Vanilla PageRank,3.717899958660604,10.815708970649029,-7.097809011988424,-9.789445676274944,-4.469638351555929,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-10% lift,Current DerivCount,Vanilla PageRank,2.7105383117152213,6.776345779288054,-4.065807467572832,-5.552838902472154,-2.544209824405424,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AUROC,Current DerivCount,Temporal Vanilla PageRank,0.5890493077728839,0.7820862307591991,-0.19303692298631525,-0.27067308251306893,-0.11051752560710298,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AP,Current DerivCount,Temporal Vanilla PageRank,0.07498518229027712,0.27462871303185427,-0.19964353074157715,-0.28477299850075033,-0.11469054360659242,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-1% lift,Current DerivCount,Temporal Vanilla PageRank,15.209590739975198,25.34931789995866,-10.139727159983462,-20.574525745257453,0.0,0.053394660533946606,10000,estimable,0.7769223077692231
undecidable-positive,4088,59,4029,Top-5% lift,Current DerivCount,Temporal Vanilla PageRank,3.717899958660604,10.815708970649029,-7.097809011988424,-9.789445676274944,-4.469638351555929,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-10% lift,Current DerivCount,Temporal Vanilla PageRank,2.7105383117152213,6.776345779288054,-4.065807467572832,-5.552838902472154,-2.544209824405424,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AUROC,Current DerivCount,Downloads,0.5890493077728839,0.9189267640117622,-0.3298774562388783,-0.38591618571035624,-0.26751739796941654,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AP,Current DerivCount,Downloads,0.07498518229027712,0.4662136785248763,-0.39122849623459915,-0.49181923606749656,-0.270487132893125,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-1% lift,Current DerivCount,Downloads,15.209590739975198,38.86895411326995,-23.659363373294752,-35.19081779053085,-13.519636213311285,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-5% lift,Current DerivCount,Downloads,3.717899958660604,11.829681686647376,-8.111781727986772,-10.575018477457503,-5.473969546906098,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-10% lift,Current DerivCount,Downloads,2.7105383117152213,7.792797646181262,-5.08225933446604,-6.403117359413202,-3.6520594320105326,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AUROC,Current DerivCount,Likes,0.5890493077728839,0.9024403582501441,-0.31339105047726024,-0.37556739753262314,-0.24933310000969142,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,AP,Current DerivCount,Likes,0.07498518229027712,0.5503723101293646,-0.4753871278390875,-0.582476028810918,-0.3470081681471029,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-positive,4088,59,4029,Top-1% lift,Current DerivCount,Likes,15.209590739975198,43.93881769326168,-28.729226953286485,-42.498801655808265,-19.585365853658537,0.00019998000199980003,10000,estimable,0.005599440055994401
