scheme,month,metric,family,statistic,method,value,candidate_n,base_value
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_MEM_01,3.831815120040306,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_MEM_03,4.1536602755499015,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_MEM_06,4.267491346298851,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_MEM_12,4.0035623092719925,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_Q_000,2.4311507864462665,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_Q_005,3.8784036845431067,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_Q_015,3.878403684543108,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_Q_020,3.8784036845431067,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_Q_030,3.878403684543108,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_Q_040,3.8784036845431067,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_Q_050,3.8784036845431067,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_Q_060,3.878403684543108,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_Q_070,3.878403684543108,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_Q_080,3.8784036845431067,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_Q_090,3.8784036845431067,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_Q_100,3.866170014891099,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_WD_000,3.612542894276044,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_WD_025,3.9974227814830723,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_WD_075,3.682193455906187,535671,0.014679246019700892
primary,2025-08,future_child_download_quality_median_3m,descendant_quality,lift,S_WD_100,3.5968651406254524,535671,0.014679246019700892
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_C3_Q10,5.189377409266617,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,AllTime DerivCount,4.7939147646031355,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,Current DerivCount,2.3023187701913237,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,Vanilla PageRank,4.793914764603135,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,Downloads,4.041081276292263,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,Likes,5.183880730035244,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,MTPR_time_safe_typed,5.080627579526286,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,Simplified_MTPR_time_safe_typed,5.069524557882622,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,No-Propagation ModelRank,5.075336842390571,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,EventValue_time_safe_typed,2.3023187701913237,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,No child quality,5.10678285981206,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,No type weight,5.098064433050135,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,No parent size,5.022703605918978,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,No quality teleport,4.409786288019901,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,No PageRank propagation,5.081790036427876,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,No temporal inheritance,5.075336842390571,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,No event injection,5.022703605918978,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_D_000,5.075336842390571,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_D_025,5.2383921716972965,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_D_050,5.224251116314314,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_D_065,5.1893774092666165,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_D_075,5.1719405557427685,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_D_090,5.206814262790466,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_D_095,5.206814262790465,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_D_099,5.201001978282516,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_MEM_01,5.075336842390571,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_MEM_03,5.295395180505079,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_MEM_06,5.347705741076625,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_MEM_12,5.1850892240686415,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_Q_000,2.668994905967815,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_Q_005,5.189377409266617,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_Q_015,5.189377409266617,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_Q_020,5.189377409266617,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_Q_030,5.189377409266617,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_Q_040,5.189377409266617,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_Q_050,5.189377409266617,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_Q_060,5.189377409266617,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_Q_070,5.189377409266617,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_Q_080,5.189377409266617,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_Q_090,5.189377409266617,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_Q_100,5.189377409266617,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_WD_000,5.505679497647627,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_WD_025,5.534644778786738,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_WD_075,4.7432100962111825,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_mean_3m,descendant_quality,lift,S_WD_100,4.5501410095274695,535671,0.0007420820210244286
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_C3_Q10,5.175266417293156,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,AllTime DerivCount,4.78007519687753,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,Current DerivCount,2.281726420818231,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,Vanilla PageRank,4.78007519687753,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,Downloads,4.019331924999711,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,Likes,5.187668926434495,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,MTPR_time_safe_typed,5.0643559348904095,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,Simplified_MTPR_time_safe_typed,5.040296610254136,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,No-Propagation ModelRank,5.040296610254136,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,EventValue_time_safe_typed,2.281726420818231,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,No child quality,5.091656199627943,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,No type weight,5.0825561113820985,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,No parent size,5.003896257270757,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,No quality teleport,4.403755145825951,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,No PageRank propagation,5.064355934890409,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,No temporal inheritance,5.040296610254137,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,No event injection,5.003896257270757,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_D_000,5.040296610254136,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_D_025,5.207889892407762,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_D_050,5.211666770276535,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_D_065,5.1752664172931535,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_D_075,5.157066240801465,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_D_090,5.193466593784845,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_D_095,5.193466593784844,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_D_099,5.193466593784844,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_MEM_01,5.040296610254136,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_MEM_03,5.274668359285626,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_MEM_06,5.329268888760695,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_MEM_12,5.170790510712563,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_Q_000,2.6230172992165164,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_Q_005,5.175266417293156,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_Q_015,5.175266417293156,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_Q_020,5.175266417293156,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_Q_030,5.175266417293155,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_Q_040,5.175266417293156,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_Q_050,5.175266417293155,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_Q_060,5.175266417293155,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_Q_070,5.175266417293155,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_Q_080,5.175266417293156,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_Q_090,5.175266417293156,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_Q_100,5.175266417293155,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_WD_000,5.496923651708552,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_WD_025,5.525770248954387,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_WD_075,4.718870358834635,535671,0.0007109587925805559
primary,2025-08,future_child_like_quality_median_3m,descendant_quality,lift,S_WD_100,4.522116112228416,535671,0.0007109587925805559
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_C3_Q10,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,AllTime DerivCount,8.519322075881805,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,Current DerivCount,3.9332704469962185,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,Vanilla PageRank,8.519322075881805,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,Downloads,5.03530980949305,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,Likes,7.7866392712669485,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,MTPR_time_safe_typed,7.301199223764922,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,Simplified_MTPR_time_safe_typed,7.12028988929212,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,No-Propagation ModelRank,7.180593000783055,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,EventValue_time_safe_typed,3.9332704469962185,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,No child quality,7.45195700249226,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,No type weight,7.3615023352558575,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,No parent size,7.301199223764922,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,No quality teleport,8.217806518427132,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,No PageRank propagation,7.4821085582377265,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,No temporal inheritance,7.12028988929212,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,No event injection,7.301199223764922,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_D_000,7.180593000783055,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_D_025,8.718322343801889,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_D_050,8.718322343801889,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_D_065,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_D_075,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_D_090,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_D_095,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_D_099,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_MEM_01,7.180593000783053,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_MEM_03,7.451957002492261,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_MEM_06,7.813775671437869,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_MEM_12,8.537413009329086,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_Q_000,5.326272322436812,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_Q_005,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_Q_015,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_Q_020,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_Q_030,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_Q_040,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_Q_050,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_Q_060,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_Q_070,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_Q_080,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_Q_090,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_Q_100,8.658019232310956,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_WD_000,8.175594340383476,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_WD_025,8.71832234380189,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_WD_075,8.537413009329086,535671,0.00010318904474552252
primary,2025-08,future_child_becomes_parent_share_3m,repropagation,lift,S_WD_100,8.356503674856281,535671,0.00010318904474552252
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_C3_Q10,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,AllTime DerivCount,8.779721718001325,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,Current DerivCount,3.8406329161793122,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,Vanilla PageRank,8.779721718001325,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,Downloads,5.913908960076357,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,Likes,8.034737206815079,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,MTPR_time_safe_typed,7.777955311470032,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,Simplified_MTPR_time_safe_typed,7.6828509057866805,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,No-Propagation ModelRank,7.714552374347798,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,EventValue_time_safe_typed,3.8406329161793122,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,No child quality,7.857208982872823,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,No type weight,7.8096567800311485,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,No parent size,7.777955311470032,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,No quality teleport,8.462707032390156,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,No PageRank propagation,7.873059717153383,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,No temporal inheritance,7.6828509057866805,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,No event injection,7.777955311470032,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_D_000,7.714552374347798,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_D_025,8.903357445389682,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_D_050,8.903357445389682,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_D_065,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_D_075,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_D_090,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_D_095,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_D_099,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_MEM_01,7.714552374347798,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_MEM_03,7.857208982872824,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_MEM_06,8.332731011289576,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_MEM_12,8.80825303970633,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_Q_000,5.400345169386264,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_Q_005,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_Q_015,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_Q_020,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_Q_030,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_Q_040,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_Q_050,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_Q_060,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_Q_070,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_Q_080,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_Q_090,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_Q_100,8.871655976828563,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_WD_000,8.332731011289578,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_WD_025,8.90335744538968,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_WD_075,8.80825303970633,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_mean_3m,repropagation,lift,S_WD_100,8.713148634022978,535671,0.000196288082299272
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_C3_Q10,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,AllTime DerivCount,8.918769071490845,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,Current DerivCount,3.999932795698925,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,Vanilla PageRank,8.918769071490845,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,Downloads,5.89179290177274,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,Likes,8.270131320836965,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,MTPR_time_safe_typed,7.7836530078465564,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,Simplified_MTPR_time_safe_typed,7.675546716070909,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,No-Propagation ModelRank,7.675546716070909,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,EventValue_time_safe_typed,3.999932795698925,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,No child quality,7.837706153734379,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,No type weight,7.7836530078465564,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,No parent size,7.7836530078465564,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,No quality teleport,8.702556487939551,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,No PageRank propagation,7.891759299622202,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,No temporal inheritance,7.675546716070909,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,No event injection,7.7836530078465564,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_D_000,7.675546716070909,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_D_025,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_D_050,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_D_065,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_D_075,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_D_090,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_D_095,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_D_099,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_MEM_01,7.675546716070909,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_MEM_03,7.837706153734379,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_MEM_06,8.378237612612612,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_MEM_12,8.918769071490845,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_Q_000,5.513420880557977,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_Q_005,9.026875363266491,535671,0.00017268061926070294
