scheme,month,metric,family,statistic,method,value,candidate_n,base_value
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_Q_015,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_Q_020,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_Q_030,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_Q_040,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_Q_050,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_Q_060,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_Q_070,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_Q_080,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_Q_090,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_Q_100,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_WD_000,8.378237612612612,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_WD_025,9.026875363266491,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_WD_075,8.918769071490845,535671,0.00017268061926070294
primary,2025-08,future_child_future_child_count_median_3m,repropagation,lift,S_WD_100,8.810662779715198,535671,0.00017268061926070294
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_C3_Q10,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,AllTime DerivCount,9.077649154126537,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,Current DerivCount,4.269325808924955,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,Vanilla PageRank,9.077649154126537,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,Downloads,6.227554268059469,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,Likes,8.371911372814692,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,MTPR_time_safe_typed,8.19353808742818,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,Simplified_MTPR_time_safe_typed,8.193538087428182,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,No-Propagation ModelRank,8.193538087428182,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,EventValue_time_safe_typed,4.269325808924955,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,No child quality,8.19353808742818,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,No type weight,8.19353808742818,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,No parent size,8.19353808742818,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,No quality teleport,8.457220335390849,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,No PageRank propagation,8.19353808742818,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,No temporal inheritance,8.19353808742818,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,No event injection,8.19353808742818,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_D_000,8.193538087428182,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_D_025,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_D_050,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_D_065,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_D_075,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_D_090,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_D_095,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_D_099,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_MEM_01,8.193538087428182,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_MEM_03,8.193538087428182,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_MEM_06,8.65885970147995,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_MEM_12,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_Q_000,5.944483619511312,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_Q_005,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_Q_015,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_Q_020,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_Q_030,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_Q_040,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_Q_050,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_Q_060,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_Q_070,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_Q_080,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_Q_090,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_Q_100,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_WD_000,8.65885970147995,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_WD_025,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_WD_075,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_second_order_diffusion_share_3m,repropagation,lift,S_WD_100,9.124181315531715,535671,4.011819104478592e-05
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_C3_Q10,4.339204644625378,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,AllTime DerivCount,3.936833718674868,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,Current DerivCount,2.2999156335580238,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,Vanilla PageRank,3.936833718674868,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,Downloads,3.3835736954929176,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,Likes,3.845385780958843,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,MTPR_time_safe_typed,4.160881166079129,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,Simplified_MTPR_time_safe_typed,4.119729594106918,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,No-Propagation ModelRank,4.160881166079129,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,EventValue_time_safe_typed,2.2999156335580238,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,No child quality,4.215749928708744,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,No type weight,4.192887944279738,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,No parent size,4.138019181650122,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,No quality teleport,3.726503461928011,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,No PageRank propagation,4.110584800335316,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,No temporal inheritance,4.1425915785359235,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,No event injection,4.138019181650122,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_D_000,4.160881166079129,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_D_025,4.4077905979123955,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_D_050,4.384928613483389,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_D_065,4.343777041511178,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_D_075,4.334632247739576,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_D_090,4.343777041511178,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_D_095,4.3712114228259855,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_D_099,4.34834943839698,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_MEM_01,4.160881166079129,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_MEM_03,4.430652582341402,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_MEM_06,4.576969282687041,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_MEM_12,4.444369772998806,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_Q_000,2.5331078747338873,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_Q_005,4.339204644625378,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_Q_015,4.339204644625378,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_Q_020,4.339204644625378,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_Q_030,4.339204644625378,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_Q_040,4.339204644625378,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_Q_050,4.339204644625378,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_Q_060,4.339204644625378,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_Q_070,4.339204644625378,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_Q_080,4.339204644625378,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_Q_090,4.339204644625378,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_Q_100,4.316342660196371,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_WD_000,4.188315547393937,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_WD_025,4.540390107600632,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_WD_075,4.1471639754217255,535671,0.004082729884574673
primary,2025-08,future_child_owner_breadth_3m,adoption_breadth,lift,S_WD_100,4.064860831477303,535671,0.004082729884574673
primary,2025-08,future_high_download_child_owner_breadth_3m,adoption_breadth,lift,S_C3_Q10,3.070487830723241,535671,0.0013497090564917645
primary,2025-08,future_high_download_child_owner_breadth_3m,adoption_breadth,lift,AllTime DerivCount,2.8768534630199736,535671,0.0013497090564917645
