download_band,deriv_band,n,metric,high_mean,low_mean,signed_effect_r,raw_p_value,bh_p_value,bh_significant,favorable_and_significant
44-140,9+,421,desc_count,291.76777251184836,41.24761904761905,0.647686752426089,1.3497809261786822e-30,1.3160364030242153e-29,True,True
141+,1,3032,desc_count,1.3806068601583112,1.0230870712401055,0.05164220173905787,3.109347719112632e-13,9.328043157337896e-13,True,True
141+,2,1656,desc_count,2.630434782608696,2.0905797101449277,0.048969929286564406,0.0001843586585675057,0.0002662958401530638,True,True
141+,3-4,1811,desc_count,11.02317880794702,3.698342541436464,0.22235922578756728,1.6616309604124553e-19,8.100450932010719e-19,True,True
141+,5-8,1501,desc_count,16.8069241011984,7.3053333333333335,0.3198402130492677,6.567032002349911e-28,5.1222849618329306e-27,True,True
141+,9+,3131,desc_count,547.8365261813537,52.53674121405751,0.5496084935877819,2.7734496512652277e-156,1.0816453639934388e-154,True,True
1-2,1,9141,desc_depth,1.5344563552833077,1.359956236323851,-0.005971764721651618,0.3216626763299806,0.33904984802349303,False,False
1-2,2,3238,desc_depth,3.5917232859789996,1.3817171093267449,0.06664451363346235,5.132574503486004e-07,1.1120578090886342e-06,True,True
1-2,3-4,1608,desc_depth,2.298507462686567,1.6206467661691542,0.19918906710229956,2.604938943662986e-16,2.031852376057129e-15,True,True
1-2,5-8,401,desc_depth,3.18407960199005,2.17,0.2962686567164179,5.8322920316425714e-08,1.421621182712877e-07,True,True
1-2,9+,330,desc_depth,3.7818181818181817,1.1696969696969697,0.6363269054178144,3.2635427803121804e-29,6.363908421608751e-28,True,True
3,1,2412,desc_depth,1.4183927091963546,1.1510373443983402,-0.012106419331217921,0.29026006191029996,0.3234326404143343,False,False
3,2,809,desc_depth,1.5851851851851853,1.358910891089109,-0.08599193252658599,0.0002549186640983238,0.0003860027409281757,True,False
3,3-4,350,desc_depth,2.4685714285714284,1.5257142857142858,0.24747755102040814,1.987215401342843e-06,3.690542888208137e-06,True,True
3,5-8,157,desc_depth,4.772151898734177,2.5,0.3184031158714704,0.00037086106273195835,0.0005356882017239398,True,True
4,1,1960,desc_depth,1.670408163265306,1.3938775510204082,0.006736776343190254,0.6518661140525803,0.6518661140525803,False,False
4,2,924,desc_depth,3.4761904761904763,1.4285714285714286,0.06067165158074239,0.01624671877230752,0.01980068850374979,True,True
4,3-4,454,desc_depth,2.5242290748898677,1.5682819383259912,0.1776669448271846,0.00012005817580015748,0.0001950945356752559,True,True
4,5-8,191,desc_depth,4.427083333333333,2.8105263157894735,0.3286184210526315,5.45463384301943e-05,9.249161733815554e-05,True,True
4,9+,107,desc_depth,5.962962962962963,2.0377358490566038,0.5345911949685536,1.0536938967535206e-06,2.1628453670203845e-06,True,True
5-7,1,2646,desc_depth,1.5933484504913076,1.4467120181405895,0.029636142690888434,0.012390965075309322,0.01610825459790212,True,True
5-7,2,1465,desc_depth,2.020463847203274,1.4959016393442623,-0.01831682061145523,0.3161449681117451,0.33904984802349303,False,False
5-7,3-4,1040,desc_depth,2.85,2.105769230769231,0.134056952662722,1.6698447276896935e-05,2.9601792899953658e-05,True,True
5-7,5-8,454,desc_depth,4.907488986784141,2.753303964757709,0.33117273768169375,2.7198194514944823e-10,8.839413217357067e-10,True,True
5-7,9+,277,desc_depth,6.086330935251799,3.282608695652174,0.40491085392555526,2.9815718975944387e-09,8.721854243015182e-09,True,True
8-16,1,2088,desc_depth,1.3256704980842913,1.121647509578544,0.034577259582214026,0.0020346614942641996,0.002833992795582278,True,True
8-16,2,1352,desc_depth,1.4289940828402368,1.3742603550295858,-0.009173348272119353,0.5819324608261334,0.5972464729531368,False,False
8-16,3-4,1062,desc_depth,2.774011299435028,1.817325800376648,0.19846361730877682,1.2002058071181271e-11,4.2552751343279046e-11,True,True
8-16,5-8,534,desc_depth,5.187265917602996,2.955056179775281,0.3282834658923537,9.09328758833871e-12,3.546382159452097e-11,True,True
8-16,9+,447,desc_depth,8.209821428571429,4.748878923766816,0.42396700832799494,5.5542985191404625e-15,3.0945377463782575e-14,True,True
17-43,1,1434,desc_depth,1.089260808926081,1.0655509065550905,0.02799126221335224,0.015289088797529165,0.019234660100117335,True,True
17-43,2,828,desc_depth,1.1884057971014492,1.0869565217391304,0.038904058437769784,0.03906359293072637,0.04616606437267662,True,True
17-43,3-4,593,desc_depth,1.6902356902356903,1.2466216216216217,0.17975930475930468,2.1122088373206644e-07,4.845655567970936e-07,True,True
17-43,5-8,340,desc_depth,3.0176470588235293,1.911764705882353,0.34051903114186843,3.200174162817171e-09,8.721854243015182e-09,True,True
17-43,9+,388,desc_depth,7.231958762886598,3.1649484536082473,0.5507758529067914,2.0980787494925434e-21,2.7275023743403064e-20,True,True
44-140,1,1420,desc_depth,1.1408450704225352,1.0380281690140845,0.050799444554651796,1.9839325554757346e-06,3.690542888208137e-06,True,True
44-140,2,1080,desc_depth,1.3518518518518519,1.1018518518518519,0.02806584362139919,0.09907768958500554,0.1136479380533887,False,False
44-140,3-4,805,desc_depth,2.235732009925558,1.400497512437811,0.19541868819673347,3.354559324236609e-09,8.721854243015182e-09,True,True
44-140,5-8,470,desc_depth,2.9446808510638296,1.8638297872340426,0.13517428700769574,0.005901491002209715,0.00793648789952341,True,True
44-140,9+,421,desc_depth,5.483412322274882,2.857142857142857,0.4160009027307605,4.96476376391509e-14,2.4203223349086066e-13,True,True
141+,1,3032,desc_depth,1.08377308707124,1.0191292875989446,0.05136372971505354,4.135237631806029e-13,1.7919363071159458e-12,True,True
141+,2,1656,desc_depth,1.1654589371980677,1.0615942028985508,0.047840964783308904,0.00025733516061878376,0.0003860027409281757,True,True
141+,3-4,1811,desc_depth,1.4326710816777042,1.1215469613259668,0.13981071554888835,4.584571494602535e-16,2.979971471491647e-15,True,True
141+,5-8,1501,desc_depth,1.6750998668442076,1.292,0.19975854416333783,3.650958899416493e-17,3.559684926931081e-16,True,True
141+,9+,3131,desc_depth,3.606641123882503,2.394888178913738,0.33748342371235407,5.022456062364763e-65,1.9587578643222574e-63,True,True
1-2,1,9141,active_months,1.0,1.0,0.0,1.0,1.0,False,False
1-2,2,3238,active_months,1.134651019147622,1.20568252007412,-0.07103150092649779,7.56477399614199e-08,2.269432198842597e-07,True,False
1-2,3-4,1608,active_months,1.462686567164179,1.3606965174129353,0.08247320610875963,0.0006797028674845157,0.0014726895462164507,True,True
1-2,5-8,401,active_months,1.9751243781094527,1.6,0.18059701492537306,0.0007217858924132864,0.0014815605160062193,True,True
1-2,9+,330,active_months,2.4060606060606062,1.2303030303030302,0.5507070707070707,1.796397056499886e-22,3.5029742601747775e-21,True,True
3,1,2412,active_months,1.0,1.0,0.0,1.0,1.0,False,False
3,2,809,active_months,1.0839506172839506,1.2772277227722773,-0.19327710548832666,9.157052395914781e-13,5.101786334866807e-12,True,False
3,3-4,350,active_months,1.5714285714285714,1.4857142857142858,0.07879183673469381,0.14894980701110774,0.23236169893732808,False,False
3,5-8,157,active_months,2.2531645569620253,1.7307692307692308,0.2481337228172671,0.004410374455740308,0.00819069541780343,True,True
4,1,1960,active_months,1.0,1.0,0.0,1.0,1.0,False,False
4,2,924,active_months,1.1255411255411256,1.277056277056277,-0.1515151515151515,9.475848531421413e-09,3.079650772711959e-08,True,False
4,3-4,454,active_months,1.7004405286343611,1.497797356828194,0.17130159715888138,0.00043305556925661695,0.0009934804235887094,True,True
4,5-8,191,active_months,2.2708333333333335,1.694736842105263,0.30043859649122817,0.0001463277462371136,0.0003566738814529644,True,True
4,9+,107,active_months,3.7222222222222223,2.1132075471698113,0.4825296995108317,1.0756060191602687e-05,2.7965756498166987e-05,True,True
5-7,1,2646,active_months,1.0,1.0,0.0,1.0,1.0,False,False
5-7,2,1465,active_months,1.136425648021828,1.330601092896175,-0.1941754448743468,1.6140826869753234e-18,2.0983074930679204e-17,True,False
5-7,3-4,1040,active_months,1.6576923076923078,1.6326923076923077,0.024056952662721898,0.45798958183394345,0.6159170238456481,False,False
5-7,5-8,454,active_months,2.3259911894273126,2.079295154185022,0.15012905354266537,0.003743499878904225,0.007299824763863238,True,True
5-7,9+,277,active_months,3.712230215827338,2.4130434782608696,0.3563236367427798,1.7335513845785956e-07,4.829178857040374e-07,True,True
8-16,1,2088,active_months,1.0,1.0,0.0,1.0,1.0,False,False
8-16,2,1352,active_months,1.121301775147929,1.3121301775147929,-0.19082840236686394,1.7098750349018017e-17,1.3337025272234053e-16,True,False
8-16,3-4,1062,active_months,1.7495291902071564,1.7325800376647835,0.005373083511549526,0.8687371903149709,1.0,False,False
8-16,5-8,534,active_months,2.5430711610486894,2.3258426966292136,0.10206343194602252,0.0344031567236304,0.05833578748789504,False,False
8-16,9+,447,active_months,4.236607142857143,3.125560538116592,0.3197869955156951,2.855717433206533e-09,1.0124816354095889e-08,True,True
17-43,1,1434,active_months,1.0,1.0,0.0,1.0,1.0,False,False
17-43,2,828,active_months,1.1111111111111112,1.285024154589372,-0.17391304347826086,3.512291065948633e-10,1.369793515719967e-09,True,False
17-43,3-4,593,active_months,1.6902356902356903,1.7297297297297298,-0.03806078806078805,0.38076094815958583,0.5303456063651374,False,False
17-43,5-8,340,active_months,2.541176470588235,2.4411764705882355,0.06027681660899664,0.31919154431550945,0.4610544529001803,False,False
17-43,9+,388,active_months,5.731958762886598,3.5,0.5027633117228185,5.163047277520361e-18,5.033971095582352e-17,True,True
44-140,1,1420,active_months,1.0,1.0,0.0,1.0,1.0,False,False
44-140,2,1080,active_months,1.1388888888888888,1.3240740740740742,-0.18518518518518523,5.55550976873494e-13,3.611081349677711e-12,True,False
44-140,3-4,805,active_months,1.7692307692307692,1.86318407960199,-0.07336765304988702,0.049125355896592914,0.07982870333196349,False,False
44-140,5-8,470,active_months,2.5829787234042554,2.6340425531914895,-0.03518334087822539,0.49639226345966836,0.6453099424975689,False,False
44-140,9+,421,active_months,5.355450236966824,3.323809523809524,0.35675919656962307,1.5415841205948184e-10,6.68019785591088e-10,True,True
141+,1,3032,active_months,1.0,1.0,0.0,1.0,1.0,False,False
141+,2,1656,active_months,1.3719806763285025,1.5326086956521738,-0.16062801932367154,5.220514287559767e-11,2.5450007151853864e-10,True,False
141+,3-4,1811,active_months,2.0022075055187636,1.949171270718232,0.032192992084690175,0.20397097812537535,0.305956467188063,False,False
141+,5-8,1501,active_months,2.9414114513981358,2.7586666666666666,0.07889036839769203,0.0065394712465749166,0.01159269902801917,True,True
141+,9+,3131,active_months,9.970625798212005,5.417252396166134,0.47911285748676957,6.053114124566661e-120,2.360714508580998e-118,True,True
1-2,1,9141,type_diversity,0.9997812294902647,0.9971553610503282,0.0026258684399365073,0.0013284156947313468,0.0023549187315692055,True,True
1-2,2,3238,type_diversity,1.1883878937615813,1.131562693020383,0.056825200741198234,1.0352418580937979e-05,2.9915138806952593e-05,True,True
1-2,3-4,1608,type_diversity,1.462686567164179,1.2798507462686568,0.17855684265240956,1.0742816371056945e-13,1.396566128237403e-12,True,True
1-2,5-8,401,type_diversity,1.7661691542288558,1.47,0.25689054726368155,5.747803826853078e-07,2.685298865118429e-06,True,True
1-2,9+,330,type_diversity,1.8242424242424242,1.0727272727272728,0.6563085399449036,2.939564279298069e-33,5.732150344631235e-32,True,True
3,1,2412,type_diversity,1.0,1.0,0.0,1.0,1.0,False,False
3,2,809,type_diversity,1.0716049382716049,1.1633663366336633,-0.09176139836205843,5.1036186625923005e-05,0.00010888369357345573,True,False
3,3-4,350,type_diversity,1.5142857142857142,1.3714285714285714,0.14955102040816337,0.004991915782430919,0.008111863146450243,True,True
3,5-8,157,type_diversity,1.8734177215189873,1.564102564102564,0.2723141837065888,0.0005589087920165065,0.0010898721444321878,True,True
4,1,1960,type_diversity,1.0,0.9938775510204082,0.00612244897959191,0.014198391619686425,0.019815125040778148,True,True
4,2,924,type_diversity,1.1948051948051948,1.1796536796536796,0.015151515151515138,0.5553094525298136,0.594462667084594,False,False
4,3-4,454,type_diversity,1.4625550660792952,1.4008810572687225,0.07060102078441277,0.1295426250885729,0.1578800743266982,False,False
4,5-8,191,type_diversity,1.9270833333333333,1.5894736842105264,0.293640350877193,5.131035743624615e-05,0.00010888369357345573,True,True
4,9+,107,type_diversity,2.1296296296296298,1.490566037735849,0.45842068483577925,8.460545366020873e-06,2.7496772439567833e-05,True,True
5-7,1,2646,type_diversity,1.0,0.9954648526077098,0.0045351473922903285,0.014226243619020208,0.019815125040778148,True,True
5-7,2,1465,type_diversity,1.121418826739427,1.1707650273224044,-0.04934620058297734,0.007520262225292937,0.011731609071456981,True,False
5-7,3-4,1040,type_diversity,1.4865384615384616,1.35,0.12362056213017758,5.304590199732459e-05,0.00010888369357345573,True,True
5-7,5-8,454,type_diversity,1.920704845814978,1.669603524229075,0.21725630227638804,4.5963521032256e-06,1.792577320257984e-05,True,True
5-7,9+,277,type_diversity,2.0863309352517985,1.681159420289855,0.32467938692524245,1.3333739576898627e-07,7.428797764272092e-07,True,True
8-16,1,2088,type_diversity,1.0,0.9980842911877394,0.0019157088122605526,0.1573985982383337,0.18601652519075798,False,False
8-16,2,1352,type_diversity,1.0828402366863905,1.1612426035502958,-0.07840236686390534,1.0738767776854776e-05,2.9915138806952593e-05,True,False
8-16,3-4,1062,type_diversity,1.4670433145009416,1.310734463276836,0.14846734122804217,6.196843534888683e-07,2.685298865118429e-06,True,True
8-16,5-8,534,type_diversity,1.9550561797752808,1.7228464419475655,0.18694328718315578,2.291311541381275e-05,5.957410007591315e-05,True,True
8-16,9+,447,type_diversity,2.3794642857142856,1.9506726457399104,0.32719410634208845,1.0944420213229186e-11,8.536647766318765e-11,True,True
17-43,1,1434,type_diversity,1.0,0.99302649930265,0.0069735006973501434,0.025183859484500762,0.03273901732985099,True,True
17-43,2,828,type_diversity,1.070048309178744,1.0917874396135265,-0.021739130434782594,0.25183408375088956,0.2888685078319027,False,False
17-43,3-4,593,type_diversity,1.4006734006734007,1.304054054054054,0.09300209300209294,0.017122745991340643,0.02302714116076845,True,True
17-43,5-8,340,type_diversity,1.8352941176470587,1.5823529411764705,0.19480968858131487,0.0006061895682400812,0.0011257806267315792,True,True
17-43,9+,388,type_diversity,2.6082474226804124,2.082474226804124,0.37968965883728356,1.7161713000527631e-12,1.673267017551444e-11,True,True
44-140,1,1420,type_diversity,0.9971830985915493,0.9985915492957746,-0.0014084507042253502,0.563977402105897,0.594462667084594,False,False
44-140,2,1080,type_diversity,1.0740740740740742,1.1074074074074074,-0.033470507544581585,0.05793083880308044,0.07288073268774636,False,False
44-140,3-4,805,type_diversity,1.4739454094292803,1.3606965174129353,0.10999592607681197,0.001550690573730343,0.0026294318424123207,True,True
44-140,5-8,470,type_diversity,1.8127659574468085,1.7531914893617022,0.04679040289723857,0.33262662638568485,0.37064109797262024,False,False
44-140,9+,421,type_diversity,2.5876777251184833,2.1285714285714286,0.3005416384563304,1.2857420095395872e-08,8.357323062007317e-08,True,True
141+,1,3032,type_diversity,0.9980211081794196,0.9973614775725593,0.0006596306068602509,0.7053640605966066,0.7239262727175699,False,False
141+,2,1656,type_diversity,1.1871980676328502,1.2367149758454106,-0.049516908212560384,0.01372427489306461,0.019815125040778148,True,False
141+,3-4,1811,type_diversity,1.4569536423841059,1.358011049723757,0.10326369324210605,7.1201664531264055e-06,2.5244226515629984e-05,True,True
141+,5-8,1501,type_diversity,1.8575233022636484,1.7173333333333334,0.1132072791833112,3.1952041077520564e-05,7.788310012645637e-05,True,True
141+,9+,3131,type_diversity,2.897828863346105,2.3335463258785945,0.34217170789826956,3.0767776945905922e-68,1.199943300890331e-66,True,True
